X1,X2,X3,X4,X5,X6,Y
-0.9522041118552778,0.15795869844097948,0.029486060695718387,-0.003709191277916602,-0.002917158691016969,0.0032660457734532576,-0.019857709863513155
-0.1860668993105085,-0.4395812521578026,-0.6546354868885252,-0.5722250749561301,-0.05712579535983719,0.042308051387831176,-0.08540253996522058
0.8570596000434875,0.4139052972936538,-0.014066939455080467,-0.053177176587590594,-0.04225488608846199,-0.009403820326160875,-0.017325600177270282
-0.4125067411727395,0.10001319347017723,-0.7694560634573148,0.3317527963555955,0.08371455793790093,-0.09286994631753219,0.07784866700203111
-0.8818071423530822,0.3053156224082032,0.012018689391185831,0.0686577490110265,0.0029442202068109143,0.003891292747962667,-0.020515795582684866
0.2996540268061707,0.1523839343837146,-0.5354619131786318,0.5570391108894943,-0.14858535834813277,-0.3985723076416989,-0.11797507058956422
0.7728036637812165,0.7196330214851293,-0.04741374930402616,0.023639417469446276,-0.05933481207682984,0.0453628373985937,-0.02288103405253674
-0.9340341088985514,0.041715444887480864,-0.23554144375584649,0.13754844694809246,0.16927124958992834,-0.009464689451958153,-0.009649498074801165
1.0287924415762406,0.1535333612571654,0.050105864017332837,-0.012959340465498143,0.01254883951456862,-0.024480124736155767,-0.020915477725111337
-1.0197031199326108,0.029717940284751783,0.016805973748329265,0.0108297217747944,-0.0011423899135262067,-0.026316708626965557,-0.020092589880668605
-0.9201033268918228,-0.04298204120305051,-0.02957482549470255,-0.24877237826695156,0.052942628030675454,-0.03777951396054323,-0.015619001998809242
-0.6524977277261186,0.2779816384559945,-0.11571539652740884,-0.42572258479503394,-0.005358635897093498,-0.2949564275226432,-0.042406053531668784
-0.9303306784110491,0.03788723079355287,0.018624209035621963,0.00340357683927786,-0.0029715015914738062,-0.005334182836141009,-0.02004409665031353
0.9565672516397239,-0.3750043920038282,-0.014350328844274332,-0.06238815525584138,-0.028457844148455713,0.008902626910290323,-0.01751401847026533
0.13802910599322268,0.5780747095519718,-0.6168261935900615,-0.016997629479763948,0.012717822720359359,-0.45464731267206665,0.07211505147521691
0.22018241302345123,0.7138838290818906,0.5376286814251781,-0.3309783229620206,-0.1059418866984719,-0.2837528208852051,0.02389110087424444
1.0447859054776238,-0.047166434542813336,-0.08336422094327042,-0.11345316995741674,0.02627563579003937,0.15907866714538121,-0.01266082717445867
0.23444271747577547,-0.7445166543834084,-0.16292028291511756,0.20697392776031423,-0.5357275154172998,-0.06600287503534422,-0.03396599157536892
1.0281035736536455,-0.2566254632317876,-0.245186073485748,0.05615163015232673,0.02101219332507684,0.011248441308715764,-0.031330802543341106
0.49292584118757504,-0.2668369088218901,0.7619937384978989,0.2693247165704964,0.37663671549890976,0.08650007478295278,0.15314787939972246
0.6511427453266978,0.7651302575178972,-0.023840842129322058,-0.010505025964489913,0.10722587224604489,-0.024625195718668245,-0.019087067621415023
0.5982760851459199,-0.8022031792620242,0.011330079249277408,0.07283840461028047,-0.04519400913556586,0.15128313960651746,-0.023813060354847516
0.36351619882233427,1.0661650735585353,0.027256670001232698,0.03620973822829101,0.02725446241461898,0.04224151560678178,-0.017667123367984133
-0.820377928960377,0.4561333581184799,0.3814649240685354,0.181710648270533,0.07125157822660273,0.12141650557279204,-0.09246851372791758
0.2673959161104396,0.3050287812854087,0.8688867798118767,0.07357338302109946,-0.09244937886953318,0.0553952328242801,0.008681254855728796
-0.7713128523211303,-0.18651736266494764,-0.07512332109845749,-0.10544935341091831,0.2132456386202112,-0.5352449856641956,-0.008325326769332352
1.0277803120112363,-0.01607660899454242,0.04159149371879127,-0.022539110466174087,0.015212219361985194,-0.04439764312814556,-0.02161624163582111
0.9470202200954818,-0.13632825197800522,-0.01259855593585392,0.08921002725043028,-0.025549018397359027,0.019167751336568915,-0.024115589464193673
0.8557552308809894,0.47566980599589304,0.2636043737691252,0.02640630509750415,-0.013257943479803838,-0.019070569886856306,-0.01235985959248095
-1.0141054791481043,-0.2881166147865382,0.027390540337422095,-0.0019310512075161332,-0.009029734702646626,-0.022497272971887403,-0.01986156874901334
0.09240900155256894,0.9845210896512037,0.08912515344254071,0.14574332509074184,-0.03207828419341843,0.07410093613178287,-0.01572326727442601
0.9973242446284999,0.08671788520517051,0.003290839582505971,0.001408161206820054,0.0010993688488646924,0.0025631173614093787,-0.020004087022211122
-0.38787090744756114,-0.908312507438095,0.22781246325464122,-0.0636248250602428,-0.0910810510966042,-0.07812882322604167,-0.03214385930428619
-0.5422286640420718,0.6173619411338723,0.5845312473636987,-0.030757967770398097,-0.0029369306152303527,-0.021056306668102796,-0.010785729069009861
0.5491254712237111,-0.7629304111821829,-0.020645427762686058,0.011535564086441775,0.013663487848326904,0.06303266946330872,-0.021464614154442483
-0.8664772467368851,-0.1417124335186114,0.2609355629476695,0.39314318155490124,-0.03111395894731929,-0.15551590930920672,-0.10624968204885865
